187
73
2
0c:75:bd:d1:fb:4f,-87
0c:75:bd:d1:fb:4d,-86
0c:75:bd:d1:fb:4c,-85
0c:75:bd:d1:fb:4a,-86
48:a1:95:eb:a9:8c,-67
48:a1:95:eb:a9:8d,-86
00:b6:70:65:a8:a0,-79
54:8a:ba:dc:5a:6f,-82
54:8a:ba:dc:5a:6a,-83
54:8a:ba:dc:5a:6d,-82
54:8a:ba:dc:5a:6c,-82
54:8a:ba:dc:5a:6b,-82
54:8a:ba:db:60:4d,-88
54:8a:ba:db:60:4c,-86
54:8a:ba:db:60:4f,-87
54:8a:ba:db:60:4b,-88
54:8a:ba:db:60:4a,-85
54:8a:ba:dc:5a:69,-83
54:8a:ba:db:60:49,-87
54:8a:ba:db:60:44,-76
54:8a:ba:db:60:46,-76
54:8a:ba:db:60:45,-76
54:8a:ba:dc:5a:61,-80
54:8a:ba:db:60:42,-76
54:8a:ba:db:60:41,-76
54:8a:ba:dc:5a:65,-80
00:f8:2c:19:44:40,-57
00:f8:2c:19:44:43,-57
00:f8:2c:19:44:41,-57
00:f8:2c:19:44:42,-57
0c:75:bd:d1:fb:46,-74
0c:75:bd:d1:fb:45,-75
0c:75:bd:d1:fb:44,-74
98:01:a7:e8:f1:4e,-85
0c:75:bd:d1:fb:42,-74
00:b6:70:65:f5:83,-80
0c:75:bd:d1:fb:41,-74
00:f8:2c:19:44:4e,-58
00:f8:2c:19:44:4d,-56
00:b6:70:94:ca:a0,-79
0c:75:bd:d1:fb:49,-87
00:b6:70:65:f5:80,-80
00:b6:70:65:f5:82,-81
00:b6:70:65:f5:81,-81
9c:a5:25:23:d0:ce,-89
