90
52
3
b0:6e:bf:3e:b2:18,-74
00:f8:2c:1c:8e:8c,-81
00:f8:2c:1c:8e:8d,-80
00:f8:2c:1c:8e:8e,-82
00:f8:2c:19:7a:83,-76
00:f8:2c:19:7a:80,-77
00:f8:2c:19:7a:82,-76
00:f8:2c:19:7a:81,-76
00:2f:5c:69:1b:40,-56
00:f8:2c:18:f8:ac,-80
00:f8:2c:18:f8:ad,-80
00:f8:2c:18:f8:ae,-81
00:2f:5c:69:1b:4e,-62
00:2f:5c:69:1b:4d,-54
66:bc:58:83:6d:0a,-66
00:f8:2c:19:38:40,-62
00:f8:2c:19:38:41,-62
c0:a0:bb:eb:8a:4d,-80
00:f8:2c:19:38:42,-62
00:f8:2c:19:38:43,-62
00:f8:2c:19:7a:8d,-78
a0:ab:1b:ec:84:05,-58
00:f8:2c:19:7a:8e,-79
00:f8:2c:19:38:4d,-72
00:f8:2c:19:38:4e,-72
00:f8:2c:19:38:4c,-73
d6:6a:6a:9d:a0:9a,-85
00:f8:2c:19:7a:c0,-75
a0:93:51:02:77:4d,-67
a0:93:51:02:77:4c,-70
a0:93:51:02:77:4e,-71
00:f8:2c:19:7a:ce,-85
00:f8:2c:19:7a:cd,-84
