154
85
3
60:e3:27:ed:36:d2,-77
84:5d:d7:de:00:70,-76
48:7d:2e:25:e0:e1,-76
84:5d:d7:de:00:33,-76
84:5d:d7:de:00:28,-79
54:8a:ba:dc:00:0f,-78
54:8a:ba:dc:00:0d,-79
54:8a:ba:dc:00:0c,-78
54:8a:ba:dc:00:0b,-77
54:8a:ba:dc:00:0a,-78
54:8a:ba:dc:00:09,-78
80:02:9c:1a:f4:85,-72
ec:41:18:dd:7b:16,-82
54:8a:ba:dc:01:0f,-78
54:8a:ba:dc:01:0d,-78
54:8a:ba:dc:01:0c,-78
54:8a:ba:dc:01:0a,-77
40:b0:76:c6:cb:48,-73
40:b0:76:c6:cb:49,-74
00:f8:2c:19:35:4d,-72
00:f8:2c:19:35:4e,-76
00:f8:2c:19:98:ce,-78
00:f8:2c:19:98:cc,-79
54:8a:ba:dc:01:09,-78
00:f8:2c:19:98:cd,-80
54:8a:ba:dc:01:06,-77
54:8a:ba:dc:01:05,-77
54:8a:ba:dc:01:04,-77
54:8a:ba:dc:01:02,-77
54:8a:ba:dc:01:01,-77
